prj	ver
272	2986
272	2987
272	2988
272	2989
272	2990
272	2991
272	2992
272	2993
272	2994
272	2995
272	2996
272	2997
272	2999
272	3003
272	3004
272	3005
272	3006
272	3007
272	3008
272	3009
272	3055
272	3056
272	3057
272	3058
272	3059
272	3060
272	3061
272	3062
272	3063
272	3064
272	3065
272	3066
272	3067
272	3068
272	3069
272	3070
272	3071
272	3072
272	3073
272	3074
272	3075
272	3076
272	3077
272	3078
272	3079
272	3080
272	3081
272	3082
272	3083
272	3084
272	3085
272	3086
272	3087
272	3088
272	3089
272	3090
272	3091
272	3092
272	3093
272	3094
272	3095
272	3096
272	3097
272	3098
272	3099
272	3100
272	3101
272	3102
272	3103
272	3104
272	3105
272	3106
272	3107
272	3108
272	3109
272	3110
272	3112
272	3113
272	3115
272	3118
272	3119
272	3120
272	3121
272	3122
272	3123
272	3124
272	3125
272	3126
272	3127
272	3128
272	3129
272	3131
272	3132
272	3133
272	3134
272	3135
272	3136
272	3137
272	3138
272	3139
272	3140
272	3141
272	3142
272	3143
272	3145
272	3146
272	3147
272	3148
272	3149
272	3150
272	3151
272	3152
272	3153
272	3154
272	3155
272	3156
272	3157
272	3158
272	3159
272	3160
272	3161
272	3162
272	3163
272	3164
272	3165
272	3166
272	3167
272	3168
272	3169
272	3170
272	3171
272	3172
272	3173
272	3174
272	3175
272	3176
272	3177
272	3178
272	3179
272	3180
272	3181
272	3182
272	3183
272	3184
272	3185
272	3186
272	3187
272	3188
272	3189
272	3190
272	3192
272	3193
272	3194
272	3195
272	3196
272	3201
272	3202
272	3203
272	3204
272	3211
272	3212
272	3213
272	3214
272	3217
272	3218
272	3219
272	3220
272	3221
272	3222
272	3223
272	3224
272	3225
272	3226
272	3227
272	3228
272	3229
272	3230
272	3231
272	3232
272	3233
272	3234
272	3235
272	3236
272	3237
272	3238
272	3239
272	3240
272	3241
272	3242
272	3243
272	3244
272	3245
272	3246
272	3248
272	3249
272	3250
272	3252
272	3253
272	3254
272	3255
272	3256
272	3257
272	3258
272	3259
272	3260
272	3261
272	3265
272	3266
272	3267
272	3268
272	3269
272	3270
272	3271
272	3272
272	3273
272	3274
272	3275
272	3276
272	3279
272	3280
272	3281
272	3282
272	3283
272	3284
272	3285
272	3286
272	3287
272	3288
272	3289
272	3290
272	3291
272	3292
272	3293
272	3294
272	3296
272	3297
272	3298
272	3299
272	3300
272	3301
272	3302
272	3303
272	3304
272	3305
272	3306
272	3307
272	3308
272	3309
272	3310
272	3311
272	3314
272	3315
272	3316
272	3317
272	3318
272	3319
272	3320
272	3321
272	3322
272	3323
272	3324
272	3325
272	3326
272	3327
272	3328
272	3329
272	3330
272	3331
272	3332
272	3333
272	3335
272	3336
272	3337
272	3338
272	3339
272	3340
272	3341
272	3342
272	3343
272	3344
272	3345
272	3346
272	3347
272	3348
272	3349
272	3350
272	3351
272	3352
272	3355
272	3356
272	3357
272	3358
272	3359
272	3360
272	3362
272	3363
272	3364
272	3370
272	3371
272	3372
272	3374
272	3375
272	3376
272	3377
272	3378
272	3379
272	3380
272	3381
272	3382
272	3383
272	3385
272	3386
272	3388
272	3389
272	3398
272	3399
272	3400
272	3401
272	3402
272	3403
272	3404
272	3406
272	3407
272	3408
272	3409
272	3412
272	3413
272	3415
272	3416
272	3417
272	3418
272	3421
272	3423
272	3424
272	3435
289	52601
289	52603
289	52606
289	52607
289	52641
289	52645
289	52646
289	52665
289	52667
289	52673
289	52676
289	52685
289	52702
289	52706
289	52707
289	52712
289	52713
289	52745
289	52764
289	52771
289	52773
289	52774
289	52775
289	52777
289	52779
289	52780
289	52786
289	52802
289	52812
289	52825
289	52827
289	52828
289	52837
289	52850
289	52858
289	52860
289	52861
289	52862
289	52873
289	52875
289	52906
289	52907
289	52935
289	52973
289	52989
289	52993
289	53003
289	53004
289	53007
289	53019
289	53038
289	53039
289	53042
289	53044
289	53050
289	53051
289	53054
289	53055
289	53063
289	53086
289	53097
289	53108
289	53112
289	53117
289	53118
289	53125
289	53126
289	53129
289	53140
289	53147
289	53152
289	53173
289	53176
289	53177
289	53180
289	53181
289	53199
289	53200
289	53204
289	53252
289	53253
289	53254
289	53261
289	53263
289	53264
289	53274
289	53276
289	53307
289	53314
289	53330
289	53435
289	53442
289	53446
289	53465
289	53493
289	53496
289	53498
289	53502
289	53511
289	53520
289	53547
289	53549
289	53561
289	53576
289	53577
289	53578
289	53585
289	53592
289	53618
289	53622
289	53623
289	53639
289	53640
289	53641
289	53643
289	53668
289	53679
289	53738
289	53742
289	53746
289	53747
289	53749
289	53752
289	53753
289	53763
289	53765
289	53767
289	53768
289	53775
289	53829
289	53836
289	53847
289	53853
289	53863
289	53867
289	53880
289	53887
289	53908
289	53910
289	53918
289	53922
289	53925
289	53931
289	53948
289	53959
289	53975
289	53993
289	54013
289	54020
289	54021
289	54025
289	54045
289	54046
289	54082
289	54086
289	54092
289	54098
289	54099
289	54101
289	54110
289	54120
289	54188
289	54239
289	54240
289	54245
289	54253
289	54270
289	54301
289	54305
289	54310
289	54327
289	54330
289	54333
289	54336
289	54340
289	54343
289	54348
289	54350
289	54362
289	54378
289	54384
289	54390
289	54391
289	54392
289	54412
289	54441
289	54442
289	54447
289	54490
289	54510
289	54546
289	54554
289	54595
289	54597
289	54625
289	54641
289	54666
289	54756
289	54867
289	54879
289	54899
289	54900
289	54903
289	54923
289	54943
289	55018
289	55198
289	55207
289	55208
289	55240
289	55241
289	55246
289	55275
289	55279
289	55320
289	55322
289	55386
289	55426
289	55509
289	55510
289	55566
290	54049
290	54052
290	54053
290	54054
290	54062
290	54064
290	54068
290	54182
290	54184
290	54206
290	54242
290	54256
290	54260
290	54263
290	54269
290	54284
290	54316
290	54337
290	54339
290	54342
290	54354
290	54388
290	54397
290	54407
290	54475
290	54477
290	54480
290	54481
290	54484
290	54521
290	54548
290	54620
290	54621
290	54622
290	54624
290	54662
290	54671
290	54673
290	54674
290	54677
290	54681
290	54685
290	54689
290	54718
290	54721
290	54833
290	54839
290	54840
290	54908
290	54917
290	54919
290	54926
290	54929
290	54932
290	54949
290	54953
290	54967
290	54970
290	54976
290	54980
290	54981
290	54993
290	54995
290	55000
290	55019
290	55026
290	55060
290	55122
290	55126
290	55168
290	55170
290	55194
290	55219
290	55221
290	55226
290	55228
290	55231
290	55280
290	55281
290	55316
290	55356
290	55358
290	55371
290	55384
290	55396
290	55412
290	55417
290	55424
290	55480
290	55488
290	55502
290	55512
290	55540
290	55567
291	53360
291	53799
291	53800
291	53806
291	53952
291	53954
291	54076
291	54196
291	54385
291	54646
291	54701
291	54716
291	54790
291	55016
291	55020
291	55077
291	55078
291	55079
291	55080
291	55081
291	55082
291	55083
291	55085
291	55086
291	55088
291	55089
291	55090
291	55091
291	55092
291	55093
291	55094
291	55095
291	55096
291	55097
291	55098
291	55100
291	55101
291	55102
291	55105
291	55106
291	55107
291	55108
291	55109
291	55115
291	55117
291	55134
291	55139
291	55227
291	55238
291	55242
291	55309
291	55336
291	55368
291	55369
291	55373
291	55419
291	55445
291	55486
291	55521
291	55528
291	55563
291	55577
291	55596
291	55610
292	53363
293	55389
293	55431
293	55432
293	55433
293	55440
293	55448
293	55450
293	55458
293	55519
293	55526
293	55560
293	55565
293	55591
293	55602
294	54266
294	54271
294	54274
294	54275
294	54276
294	54287
294	54288
294	54289
294	54290
294	54291
294	54292
294	54293
294	54297
294	54298
294	54308
294	54314
294	54319
294	54323
294	54325
294	54355
294	54375
294	54377
294	54386
294	54406
294	54419
294	54421
294	54435
294	54488
294	54493
294	54502
294	54506
294	54511
294	54514
294	54515
294	54531
294	54532
294	54544
294	54545
294	54547
294	54553
294	54562
294	54564
294	54572
294	54575
294	54600
294	54601
294	54602
294	54606
294	54612
294	54614
294	54627
294	54654
294	54657
294	54675
294	54690
294	54711
294	54724
294	54726
294	54728
294	54733
294	54735
294	54736
294	54738
294	54739
294	54740
294	54742
294	54749
294	54751
294	54753
294	54755
294	54760
294	54761
294	54762
294	54771
294	54775
294	54778
294	54798
294	54816
294	54823
294	54824
294	54825
294	54827
294	54828
294	54843
294	54849
294	54853
294	54855
294	54856
294	54858
294	54861
294	54863
294	54866
294	54869
294	54871
294	54874
294	54877
294	54886
294	54892
294	54896
294	54902
294	54905
294	54906
294	54909
294	54910
294	54912
294	54913
294	54916
294	54921
294	54922
294	54924
294	54925
294	54992
294	54994
294	55011
294	55014
294	55021
294	55023
294	55024
294	55025
294	55028
294	55029
294	55030
294	55031
294	55033
294	55034
294	55039
294	55043
294	55051
294	55055
294	55057
294	55063
294	55064
294	55116
294	55129
294	55141
294	55144
294	55145
294	55146
294	55152
294	55153
294	55167
294	55201
294	55202
294	55203
294	55206
294	55209
294	55211
294	55215
294	55216
294	55217
294	55218
294	55220
294	55234
294	55244
294	55247
294	55252
294	55259
294	55262
294	55263
294	55264
294	55267
294	55268
294	55269
294	55292
294	55296
294	55299
294	55306
294	55311
294	55315
294	55323
294	55324
294	55326
294	55333
294	55334
294	55348
294	55353
294	55357
294	55359
294	55361
294	55362
294	55363
294	55364
294	55366
294	55367
294	55370
294	55372
294	55374
294	55375
294	55376
294	55378
294	55380
294	55381
294	55385
294	55394
294	55397
294	55401
294	55402
294	55403
294	55407
294	55420
294	55423
294	55425
294	55428
294	55430
294	55434
294	55435
294	55436
294	55437
294	55439
294	55441
294	55442
294	55444
294	55446
294	55447
294	55451
294	55452
294	55453
294	55454
294	55455
294	55456
294	55457
294	55459
294	55461
294	55462
294	55463
294	55482
294	55484
294	55487
294	55489
294	55501
294	55504
294	55505
294	55507
294	55511
294	55520
294	55523
294	55525
294	55527
294	55529
294	55535
294	55537
294	55538
294	55545
294	55546
294	55547
294	55548
294	55556
294	55557
294	55559
294	55571
294	55574
294	55582
294	55608
294	55609
294	55611
295	53973
295	53974
295	53976
295	53983
295	53984
295	53987
295	53991
295	53998
295	53999
295	54000
295	54032
295	54033
295	54034
295	54035
295	54036
295	54040
295	54041
295	54042
295	54047
295	54055
295	54056
295	54059
295	54070
295	54074
295	54075
295	54081
295	54089
295	54095
295	54096
295	54102
295	54103
295	54108
295	54115
295	54119
295	54122
295	54123
295	54130
295	54131
295	54133
295	54135
295	54139
295	54142
295	54147
295	54148
295	54150
295	54152
295	54154
295	54155
295	54156
295	54159
295	54160
295	54163
295	54168
295	54170
295	54175
295	54181
295	54185
295	54193
295	54202
295	54208
295	54209
295	54214
295	54215
295	54216
295	54217
295	54220
295	54222
295	54223
295	54224
295	54225
295	54226
295	54227
295	54228
295	54229
295	54230
295	54231
295	54233
295	54234
295	54235
295	54236
295	54237
295	54238
295	54243
295	54244
295	54246
295	54248
295	54249
295	54250
295	54251
295	54252
295	54259
295	54261
295	54273
295	54320
295	54322
295	54324
295	54338
295	54344
295	54345
295	54352
295	54372
295	54381
295	54393
295	54396
295	54408
295	54409
295	54410
295	54411
295	54413
295	54414
295	54415
295	54416
295	54418
295	54420
295	54423
295	54425
295	54426
295	54427
295	54428
295	54433
295	54434
295	54436
295	54456
295	54459
295	54467
295	54468
295	54469
295	54471
295	54472
295	54526
295	54528
295	54529
295	54530
295	54538
295	54566
295	54567
295	54573
295	54574
295	54576
295	54580
295	54581
295	54582
295	54584
295	54585
295	54586
295	54588
295	54590
295	54591
295	54594
295	54604
295	54605
295	54607
295	54626
295	54628
295	54629
295	54636
295	54665
295	54682
295	54688
295	54705
295	54710
295	54713
295	54717
295	54719
295	54723
295	54730
295	54757
295	54763
295	54764
295	54766
295	54768
295	54770
295	54780
295	54782
295	54783
295	54785
295	54787
295	54788
295	54789
295	54813
295	54814
295	54818
295	54822
295	54835
295	54837
295	54838
295	54841
295	54847
295	54850
295	54860
295	54865
295	54868
295	54876
295	54887
295	54891
295	54904
295	54914
295	54933
295	54954
295	54966
295	54968
295	54969
295	54971
295	54977
295	54978
295	54984
295	55005
295	55009
295	55022
295	55035
295	55041
295	55045
295	55047
295	55049
295	55062
295	55068
295	55069
295	55072
295	55075
295	55076
295	55123
295	55138
295	55140
295	55147
295	55151
295	55154
295	55155
295	55156
295	55158
295	55187
295	55193
295	55195
295	55265
295	55266
295	55272
295	55273
295	55276
295	55289
295	55302
295	55317
295	55321
295	55325
296	53469
296	53470
296	53471
296	53472
296	53473
296	53474
296	53494
296	53498
296	53509
296	53513
296	53516
296	53541
296	53549
296	53552
296	53553
296	53554
296	53558
296	53574
296	53575
296	53587
296	53590
296	53600
296	53615
296	53618
296	53623
296	53628
296	53662
296	53666
296	53680
296	53683
296	53684
296	53699
296	53700
296	53705
296	53714
296	53727
296	53763
296	53772
296	53773
296	53789
296	53790
296	53803
296	53804
296	53805
296	53811
296	53812
296	53816
296	53835
296	53836
296	53844
296	53845
296	53846
296	53848
296	53849
296	53854
296	53858
296	53864
296	53865
296	53903
296	53904
296	53906
296	53911
296	53912
296	53938
296	53939
296	53940
296	53941
296	53947
296	53972
296	54025
296	54051
296	54059
296	54063
296	54069
296	54072
296	54085
296	54086
296	54090
296	54094
296	54106
296	54107
296	54110
296	54112
296	54115
296	54116
296	54117
296	54118
296	54119
296	54120
296	54141
296	54142
296	54143
296	54145
296	54156
296	54158
296	54163
296	54174
296	54176
296	54180
296	54186
296	54243
296	54245
296	54266
296	54267
296	54268
296	54269
296	54271
296	54276
296	54277
296	54278
296	54279
296	54280
296	54281
296	54284
296	54285
296	54293
296	54296
296	54297
296	54311
296	54333
296	54334
296	54347
296	54349
296	54403
296	54457
296	54464
296	54506
296	54542
296	54548
296	54560
296	54575
296	54578
296	54579
296	54580
296	54582
296	54583
296	54587
296	54595
296	54615
296	54617
296	54623
296	54630
296	54650
296	54655
296	54658
296	54667
296	54668
296	54689
296	54694
296	54696
296	54710
296	54711
296	54712
296	54716
296	54723
296	54730
296	54731
296	54734
296	54748
296	54752
296	54755
296	54758
296	54778
296	54779
296	54796
296	54797
296	54806
296	54816
296	54817
296	54818
296	54829
296	54831
296	54835
296	54837
296	54839
296	54853
296	54870
296	54872
296	54874
296	54875
296	54876
296	54879
296	54883
296	54884
296	54886
296	54891
296	54892
296	54894
296	54895
296	54896
296	54897
296	54923
296	54925
296	54958
296	54970
296	54975
296	54989
296	54991
296	54993
296	54996
296	54998
296	55013
296	55036
296	55043
296	55047
296	55049
296	55053
296	55054
296	55055
296	55059
296	55064
296	55070
296	55072
296	55085
296	55122
296	55130
296	55132
296	55134
296	55138
296	55152
296	55184
296	55194
296	55197
296	55199
296	55201
296	55202
296	55207
296	55208
296	55241
296	55265
296	55267
296	55268
296	55271
296	55275
296	55286
296	55291
296	55306
296	55319
296	55327
296	55332
296	55336
296	55345
296	55381
296	55385
296	55426
296	55461
296	55467
296	55472
296	55481
296	55483
296	55485
296	55491
296	55505
296	55509
296	55513
296	55514
296	55566
296	55572
296	55596
296	55600
296	55601
296	55603
296	55604
296	55606
296	55608
296	55617
296	55625
296	55626
296	55627
296	55628
296	55630
296	55639
296	55640
296	55645
296	55650
296	55651
296	55652
296	55659
296	55665
296	55666
296	55667
296	55668
296	55669
296	55674
296	55675
296	55680
296	55681
296	55687
296	55691
296	55692
296	55693
296	55694
296	55699
296	55771
296	55772
296	55782
297	54832
297	54834
297	54836
297	54842
297	54854
297	54882
297	54883
297	54884
297	54885
297	54889
297	54901
297	54907
297	54915
297	54936
297	54937
297	54952
297	54961
297	54963
297	54964
297	54973
297	54979
297	54983
297	55003
297	55006
297	55007
297	55038
297	55050
297	55071
297	55118
297	55120
297	55130
297	55157
297	55159
297	55160
297	55161
297	55163
297	55164
297	55172
297	55181
297	55229
297	55248
297	55278
297	55285
297	55286
297	55303
297	55328
297	55347
297	55349
297	55350
297	55351
297	55379
297	55387
297	55415
297	55416
297	55422
297	55427
297	55429
297	55468
297	55470
297	55471
297	55472
297	55473
297	55485
297	55506
297	55530
297	55531
297	55539
297	55541
297	55542
297	55543
297	55558
297	55561
297	55568
297	55572
297	55573
297	55578
298	3
298	4
298	5
298	7
298	8
298	9
298	10
298	11
298	12
298	13
298	14
306	4340
306	4341
306	4342
306	4343
306	4345
306	4346
306	4347
306	4348
306	4349
306	4357
306	4361
306	4362
306	4372
306	4374
306	4375
306	4376
306	4377
306	4380
306	4381
306	4382
306	4383
306	4390
306	4391
306	4392
306	4393
306	4409
306	4410
306	4411
306	4412
306	4413
306	4414
306	4415
306	4416
306	4437
306	4438
306	4439
306	4440
306	4441
306	4443
306	4444
306	4447
306	4448
306	4450
306	4451
306	4453
306	4458
306	4459
306	4463
306	4466
306	4468
306	4480
306	4481
306	4482
306	4483
306	4484
306	4485
306	4486
306	4487
306	4488
306	4489
306	4490
306	4491
306	4498
306	4504
306	4507
306	4508
306	4509
306	4510
306	4512
306	4513
306	4514
306	4515
306	4516
306	4517
306	4518
306	4519
306	4521
306	4527
306	4528
306	4529
306	4530
306	4548
306	4549
306	4550
306	4552
306	4557
306	4558
306	4559
306	4560
306	4561
306	4564
306	4565
306	4566
306	4573
306	4583
306	4584
306	4585
307	102
307	103
307	104
307	105
307	106
307	107
307	111
307	115
307	116
307	117
307	118
307	119
307	120
307	121
307	122
307	123
307	124
307	125
307	126
307	127
307	128
307	129
307	130
307	131
307	132
307	133
307	134
307	135
307	136
307	137
307	138
307	139
307	140
307	141
307	142
307	143
307	144
307	145
307	146
307	147
307	148
307	149
307	150
307	151
307	152
307	153
307	154
307	155
307	156
307	157
307	158
307	159
307	160
307	162
307	163
307	164
307	165
307	166
307	167
307	168
307	169
307	170
307	171
307	172
307	173
307	174
307	175
307	176
307	177
307	178
307	179
307	180
307	192
307	193
307	194
307	195
307	196
307	197
307	198
307	199
307	200
307	201
307	202
307	203
307	204
307	205
307	206
307	207
307	208
307	209
307	210
307	211
307	212
307	213
307	214
307	215
307	216
307	217
307	218
307	219
307	220
307	221
307	222
307	223
307	224
307	225
308	37493
308	37494
308	37532
308	37675
308	37676
308	37848
308	37849
308	37850
308	37854
308	37855
308	37861
308	37862
308	37868
308	37883
308	37891
308	37893
308	37894
308	37895
308	37899
308	37907
308	37908
308	37911
308	37912
308	37913
308	37914
308	37915
308	37916
308	37917
308	37918
308	37921
308	37922
308	37923
308	37924
308	37925
308	37926
308	37927
308	37934
308	37935
308	37939
308	37940
308	37952
308	37954
308	37955
308	37956
308	37957
308	37958
308	37959
308	37960
308	37961
308	37971
308	37974
308	37975
308	37976
308	37977
308	37991
308	37997
308	38019
308	38021
308	38025
308	38057
308	38067
308	38087
308	38088
308	38089
308	38092
308	38095
308	38122
308	38123
308	38124
308	38125
308	38126
308	38127
308	38136
308	38137
308	38138
308	38139
308	38140
308	38141
308	38142
308	38143
308	38144
308	38152
308	38153
308	38189
308	38190
308	38191
308	38192
308	38208
308	38209
308	38211
308	38212
308	38213
308	38214
308	38215
308	38216
308	38217
308	38218
308	38219
308	38231
308	38232
308	38233
308	38234
308	38238
308	38239
308	38265
308	38269
308	38280
308	38299
308	38301
308	38311
308	38321
308	38322
308	38332
308	38333
308	38342
308	38368
308	38450
308	38451
308	38452
308	38471
308	38499
308	38500
308	38501
308	38502
308	38503
308	38504
308	38523
308	38526
308	38529
308	38530
308	38595
308	38598
308	38630
308	38631
308	38632
308	38633
308	38641
308	38653
308	38673
308	38727
308	38728
308	38729
308	38730
308	38731
308	38732
308	38733
308	38734
308	38735
308	38736
308	38737
308	38743
308	38754
308	38784
308	38785
308	38786
308	38794
308	38795
308	38796
308	38841
308	38842
308	38843
308	38844
308	38845
308	38846
308	38847
308	38848
308	38849
308	38850
308	38913
308	38914
308	38920
308	38952
308	38954
308	38956
308	38957
308	38958
308	38959
308	38960
308	38978
308	39056
308	39067
308	39068
308	39074
308	39097
308	39109
308	39110
308	39134
308	39137
308	39138
308	39144
308	39145
308	39146
308	39147
308	39148
308	39174
308	39175
308	39209
308	39210
308	39214
308	39221
308	39222
308	39223
308	39224
308	39225
308	39229
308	39232
308	39233
308	39234
308	39236
308	39237
308	39238
308	39271
308	39402
308	39406
308	39424
308	39432
308	39468
308	39469
308	39612
308	39672
308	39673
308	39724
308	39725
308	39726
308	39740
308	39752
308	39753
308	39754
308	39772
308	39773
308	39810
308	39811
308	39812
308	39813
308	39822
308	39826
308	39848
308	39850
308	39851
308	39868
308	39870
308	39872
308	39886
308	39895
308	39896
308	39988
308	39989
308	40027
308	40031
308	40032
308	40033
308	40041
308	40053
308	40083
308	40084
308	40095
308	40096
308	40097
308	40098
308	40099
308	40100
308	40101
308	40102
308	40103
308	40104
308	40105
308	40157
308	40158
308	40160
308	40176
308	40177
308	40178
308	40179
308	40180
308	40185
308	40241
308	40242
308	40243
308	40247
308	40264
308	40265
308	40266
308	40267
308	40268
308	40274
308	40275
308	40276
308	40277
308	40290
308	40336
308	40371
308	40382
308	40383
308	40386
308	40387
308	40390
308	40405
308	40415
308	40450
308	40451
308	40452
308	40453
308	40454
308	40455
308	40458
308	40479
308	40487
308	40494
308	40517
316	58
316	62
316	63
316	65
316	68
316	71
316	73
316	74
316	76
316	94
316	98
316	103
316	111
316	115
316	126
316	127
316	132
316	139
316	144
316	149
316	160
316	161
